ID de transacción,Fecha,ID de cliente,Género,Edad,Categoría de producto,Cantidad,Precio por unidad,Importe total
427,2023-08-15,CUST427,Masculino,25,Electrónica,1,25,25
428,2023-10-10,CUST428,Femenino,40,Electrónica,4,50,200
429,2023-12-28,CUST429,Masculino,64,Electrónica,2,25,50
430,2023-08-07,CUST430,Femenino,43,Electrónica,3,300,900
431,2023-10-15,CUST431,Masculino,63,Electrónica,4,300,1200
432,2023-01-05,CUST432,Femenino,60,Electrónica,2,500,1000
433,2023-02-27,CUST433,Masculino,29,Belleza,4,50,200
434,2023-02-08,CUST434,Femenino,43,Electrónica,2,25,50
435,2023-12-20,CUST435,Femenino,30,Belleza,3,300,900
436,2023-03-18,CUST436,Femenino,57,Ropa,4,30,120
437,2023-10-07,CUST437,Femenino,35,Electrónica,4,300,1200
438,2023-01-19,CUST438,Femenino,42,Ropa,1,30,30
439,2023-07-09,CUST439,Masculino,50,Ropa,3,25,75
440,2023-10-26,CUST440,Masculino,64,Ropa,2,300,600
441,2023-10-10,CUST441,Masculino,57,Belleza,4,300,1200
442,2023-03-17,CUST442,Femenino,60,Ropa,4,25,100
443,2023-08-09,CUST443,Masculino,29,Ropa,2,300,600
444,2023-03-07,CUST444,Femenino,61,Ropa,3,30,90
445,2023-01-22,CUST445,Femenino,53,Electrónica,1,300,300
446,2023-06-07,CUST446,Masculino,21,Electrónica,1,50,50
447,2023-07-06,CUST447,Masculino,22,Belleza,4,500,2000
448,2023-01-21,CUST448,Femenino,54,Belleza,2,30,60
449,2023-07-03,CUST449,Masculino,25,Electrónica,4,50,200
450,2023-04-18,CUST450,Femenino,59,Belleza,2,25,50
451,2023-12-16,CUST451,Femenino,45,Electrónica,1,30,30
452,2023-05-08,CUST452,Femenino,48,Ropa,3,500,1500
453,2023-12-08,CUST453,Femenino,26,Ropa,2,500,1000
454,2023-02-22,CUST454,Femenino,46,Belleza,1,25,25
455,2023-07-01,CUST455,Masculino,31,Electrónica,4,25,100
456,2023-10-14,CUST456,Masculino,57,Electrónica,2,30,60
457,2023-07-28,CUST457,Femenino,58,Belleza,3,300,900
458,2023-11-14,CUST458,Femenino,39,Electrónica,4,25,100
459,2023-03-21,CUST459,Masculino,28,Ropa,4,300,1200
460,2023-05-02,CUST460,Masculino,40,Belleza,1,50,50
461,2023-03-25,CUST461,Femenino,18,Belleza,2,500,1000
462,2023-04-01,CUST462,Masculino,63,Electrónica,4,300,1200
463,2023-07-31,CUST463,Femenino,54,Belleza,3,500,1500
464,2023-01-13,CUST464,Masculino,38,Electrónica,2,300,600
465,2023-04-02,CUST465,Femenino,43,Electrónica,3,50,150
466,2023-06-20,CUST466,Masculino,63,Electrónica,4,25,100
467,2023-07-30,CUST467,Femenino,53,Electrónica,3,50,150
468,2023-12-09,CUST468,Masculino,40,Electrónica,1,25,25
469,2023-05-08,CUST469,Masculino,18,Belleza,3,25,75
470,2023-05-17,CUST470,Femenino,57,Ropa,2,500,1000
471,2023-03-23,CUST471,Masculino,32,Ropa,3,50,150
472,2023-12-26,CUST472,Femenino,38,Belleza,3,300,900
473,2023-02-25,CUST473,Masculino,64,Belleza,1,50,50
474,2023-07-15,CUST474,Femenino,26,Ropa,3,500,1500
475,2023-01-20,CUST475,Masculino,26,Ropa,3,25,75
476,2023-08-29,CUST476,Femenino,27,Ropa,4,500,2000
477,2023-04-24,CUST477,Masculino,43,Ropa,4,30,120
478,2023-04-13,CUST478,Femenino,58,Ropa,2,30,60
479,2023-08-24,CUST479,Masculino,52,Electrónica,4,300,1200
480,2023-06-29,CUST480,Femenino,42,Belleza,4,500,2000
481,2023-06-06,CUST481,Femenino,43,Electrónica,4,300,1200
482,2023-04-27,CUST482,Femenino,28,Ropa,4,300,1200
483,2023-04-25,CUST483,Masculino,55,Ropa,1,30,30
484,2023-01-13,CUST484,Femenino,19,Ropa,4,300,1200
485,2023-12-04,CUST485,Masculino,24,Electrónica,1,30,30
486,2023-04-09,CUST486,Femenino,35,Electrónica,1,25,25
487,2023-07-24,CUST487,Masculino,44,Ropa,4,500,2000
488,2023-06-18,CUST488,Femenino,51,Electrónica,3,300,900
489,2023-05-23,CUST489,Masculino,44,Electrónica,1,30,30
490,2023-02-05,CUST490,Masculino,34,Ropa,3,50,150
491,2023-05-23,CUST491,Femenino,60,Electrónica,3,300,900
492,2023-06-29,CUST492,Masculino,61,Belleza,4,25,100
493,2023-11-25,CUST493,Masculino,41,Belleza,2,25,50
494,2023-09-18,CUST494,Femenino,42,Belleza,4,50,200
495,2023-07-24,CUST495,Masculino,24,Belleza,2,30,60
496,2023-12-14,CUST496,Masculino,23,Ropa,2,300,600
497,2023-10-02,CUST497,Masculino,41,Ropa,4,30,120
498,2023-06-19,CUST498,Femenino,50,Ropa,4,25,100
499,2023-01-15,CUST499,Masculino,46,Belleza,2,30,60
500,2023-03-01,CUST500,Femenino,60,Belleza,4,25,100
501,2023-05-14,CUST501,Masculino,39,Electrónica,2,30,60
502,2023-04-02,CUST502,Masculino,43,Electrónica,3,50,150
503,2023-10-25,CUST503,Masculino,45,Belleza,4,500,2000
504,2023-05-16,CUST504,Femenino,38,Belleza,3,50,150
505,2023-01-20,CUST505,Masculino,24,Belleza,1,50,50
506,2023-02-25,CUST506,Masculino,34,Belleza,3,500,1500
507,2023-11-02,CUST507,Femenino,37,Electrónica,3,500,1500
508,2023-08-11,CUST508,Masculino,58,Belleza,2,300,600
509,2023-06-26,CUST509,Femenino,37,Electrónica,3,300,900
510,2023-06-10,CUST510,Femenino,39,Belleza,4,50,200
511,2023-08-12,CUST511,Masculino,45,Belleza,2,50,100
512,2023-11-07,CUST512,Femenino,57,Belleza,1,25,25
513,2023-09-19,CUST513,Masculino,24,Electrónica,4,25,100
514,2023-03-01,CUST514,Femenino,18,Electrónica,1,300,300
515,2023-07-17,CUST515,Femenino,49,Ropa,3,300,900
516,2023-10-23,CUST516,Masculino,30,Belleza,4,25,100
517,2023-04-08,CUST517,Femenino,47,Ropa,4,25,100
518,2023-05-11,CUST518,Femenino,40,Ropa,1,30,30
519,2023-01-23,CUST519,Femenino,36,Electrónica,4,30,120
520,2023-12-29,CUST520,Femenino,49,Electrónica,4,25,100
521,2023-08-12,CUST521,Femenino,47,Ropa,4,30,120
522,2023-01-01,CUST522,Masculino,46,Belleza,3,500,1500
523,2023-09-24,CUST523,Femenino,62,Electrónica,1,300,300
524,2023-10-03,CUST524,Masculino,46,Belleza,4,300,1200
525,2023-12-18,CUST525,Femenino,47,Belleza,2,25,50
526,2023-12-10,CUST526,Masculino,33,Ropa,2,50,100
527,2023-04-11,CUST527,Masculino,57,Ropa,2,25,50
528,2023-07-06,CUST528,Femenino,36,Ropa,2,30,60
529,2023-08-09,CUST529,Femenino,35,Ropa,3,50,150
530,2023-02-05,CUST530,Femenino,18,Electrónica,4,30,120
531,2023-12-07,CUST531,Masculino,31,Electrónica,1,500,500
532,2023-06-19,CUST532,Femenino,64,Ropa,4,30,120
533,2023-11-16,CUST533,Masculino,19,Electrónica,3,500,1500
534,2023-06-10,CUST534,Masculino,45,Ropa,2,500,1000
535,2023-12-06,CUST535,Masculino,47,Belleza,3,30,90
536,2023-03-05,CUST536,Femenino,55,Belleza,4,30,120
537,2023-06-03,CUST537,Femenino,21,Belleza,1,500,500
538,2023-09-17,CUST538,Masculino,18,Ropa,3,50,150
539,2023-06-08,CUST539,Masculino,25,Belleza,1,500,500
540,2023-12-08,CUST540,Femenino,46,Electrónica,3,300,900
541,2023-07-29,CUST541,Masculino,56,Belleza,1,500,500
542,2023-06-17,CUST542,Femenino,20,Belleza,1,50,50
543,2023-07-26,CUST543,Masculino,49,Belleza,2,300,600
544,2023-12-23,CUST544,Femenino,27,Electrónica,1,25,25
545,2023-06-01,CUST545,Masculino,27,Ropa,2,25,50
546,2023-10-11,CUST546,Femenino,36,Electrónica,4,50,200
547,2023-03-07,CUST547,Masculino,63,Ropa,4,500,2000
548,2023-04-09,CUST548,Femenino,51,Ropa,2,30,60
549,2023-08-04,CUST549,Femenino,50,Belleza,2,50,100
550,2023-12-07,CUST550,Masculino,40,Ropa,3,300,900
551,2023-07-14,CUST551,Masculino,45,Electrónica,3,300,900
552,2023-12-13,CUST552,Femenino,49,Electrónica,3,25,75
553,2023-03-31,CUST553,Masculino,24,Ropa,4,300,1200
554,2023-11-12,CUST554,Femenino,46,Belleza,3,50,150
555,2023-10-19,CUST555,Masculino,25,Belleza,1,300,300
556,2023-06-04,CUST556,Femenino,18,Electrónica,1,50,50
557,2023-07-27,CUST557,Femenino,20,Belleza,3,30,90
558,2023-10-08,CUST558,Femenino,41,Ropa,1,25,25
559,2023-01-01,CUST559,Femenino,40,Ropa,4,300,1200
560,2023-06-05,CUST560,Femenino,25,Electrónica,1,50,50
561,2023-05-27,CUST561,Femenino,64,Ropa,4,500,2000
562,2023-04-18,CUST562,Masculino,54,Electrónica,2,25,50
563,2023-08-09,CUST563,Masculino,20,Ropa,2,30,60
564,2023-10-24,CUST564,Masculino,50,Electrónica,2,50,100
565,2023-11-07,CUST565,Femenino,45,Belleza,2,30,60
566,2023-12-02,CUST566,Femenino,64,Ropa,1,30,30
567,2023-06-14,CUST567,Femenino,25,Ropa,3,300,900
568,2023-08-27,CUST568,Femenino,51,Electrónica,1,300,300
569,2023-08-15,CUST569,Masculino,52,Electrónica,4,50,200
570,2023-08-15,CUST570,Masculino,49,Ropa,1,500,500
571,2023-12-12,CUST571,Femenino,41,Electrónica,1,50,50
572,2023-04-20,CUST572,Masculino,31,Ropa,4,500,2000
573,2023-09-19,CUST573,Masculino,49,Belleza,2,30,60
574,2023-08-31,CUST574,Femenino,63,Electrónica,2,25,50
575,2023-03-28,CUST575,Masculino,60,Ropa,2,50,100
576,2023-12-04,CUST576,Femenino,33,Belleza,3,50,150
577,2023-02-13,CUST577,Masculino,21,Belleza,4,500,2000
578,2023-05-26,CUST578,Femenino,54,Ropa,4,30,120
579,2023-09-21,CUST579,Femenino,38,Electrónica,1,30,30
580,2023-12-06,CUST580,Femenino,31,Ropa,3,500,1500
581,2023-11-21,CUST581,Femenino,48,Belleza,2,30,60
582,2023-11-14,CUST582,Masculino,35,Ropa,3,300,900
583,2023-06-21,CUST583,Femenino,24,Electrónica,4,25,100
584,2023-02-17,CUST584,Femenino,27,Belleza,4,50,200
585,2023-05-01,CUST585,Femenino,24,Ropa,1,25,25
586,2023-12-11,CUST586,Masculino,50,Electrónica,1,50,50
587,2023-06-08,CUST587,Femenino,40,Belleza,4,300,1200
588,2023-04-26,CUST588,Masculino,38,Electrónica,2,30,60
589,2023-04-12,CUST589,Femenino,36,Belleza,2,500,1000
590,2023-03-17,CUST590,Masculino,36,Ropa,3,300,900
591,2023-01-13,CUST591,Masculino,53,Electrónica,4,25,100
592,2023-01-24,CUST592,Femenino,46,Belleza,4,500,2000
593,2023-05-06,CUST593,Masculino,35,Electrónica,2,30,60
594,2023-09-01,CUST594,Femenino,19,Electrónica,2,300,600
595,2023-11-09,CUST595,Femenino,18,Ropa,4,500,2000
596,2023-02-07,CUST596,Femenino,64,Electrónica,1,300,300
597,2023-08-22,CUST597,Masculino,22,Belleza,4,300,1200
598,2023-08-01,CUST598,Masculino,37,Belleza,4,30,120
599,2023-11-19,CUST599,Femenino,28,Belleza,2,50,100
600,2023-10-22,CUST600,Femenino,59,Belleza,2,500,1000
601,2023-04-10,CUST601,Masculino,19,Ropa,1,30,30
602,2023-12-23,CUST602,Femenino,20,Electrónica,1,300,300
603,2023-07-16,CUST603,Femenino,40,Ropa,3,30,90
604,2023-09-11,CUST604,Femenino,29,Electrónica,4,50,200
605,2023-07-24,CUST605,Masculino,37,Electrónica,2,500,1000
606,2023-05-05,CUST606,Masculino,22,Electrónica,1,50,50
607,2023-03-17,CUST607,Masculino,54,Ropa,3,25,75
608,2023-12-02,CUST608,Femenino,55,Electrónica,3,500,1500
609,2023-12-19,CUST609,Femenino,47,Ropa,2,50,100
610,2023-01-03,CUST610,Femenino,26,Belleza,2,300,600
611,2023-02-24,CUST611,Masculino,51,Belleza,3,500,1500
612,2023-08-06,CUST612,Femenino,61,Electrónica,1,500,500
613,2023-04-23,CUST613,Femenino,52,Ropa,3,30,90
614,2023-04-01,CUST614,Femenino,39,Belleza,4,300,1200
615,2023-12-23,CUST615,Femenino,61,Ropa,4,25,100
616,2023-09-23,CUST616,Masculino,41,Ropa,2,50,100
617,2023-08-26,CUST617,Masculino,34,Electrónica,1,30,30
618,2023-01-26,CUST618,Femenino,27,Belleza,1,50,50
619,2023-10-13,CUST619,Masculino,47,Electrónica,4,25,100
620,2023-05-08,CUST620,Masculino,63,Electrónica,3,25,75
621,2023-03-04,CUST621,Femenino,40,Belleza,2,500,1000
622,2023-08-22,CUST622,Femenino,49,Belleza,3,25,75
623,2023-03-10,CUST623,Masculino,34,Ropa,3,50,150
624,2023-08-26,CUST624,Femenino,34,Belleza,3,300,900
625,2023-12-08,CUST625,Masculino,31,Ropa,1,300,300
626,2023-09-29,CUST626,Femenino,26,Ropa,4,500,2000
627,2023-10-14,CUST627,Masculino,57,Ropa,1,50,50
628,2023-11-01,CUST628,Femenino,19,Belleza,4,50,200
629,2023-06-12,CUST629,Masculino,62,Electrónica,2,25,50
630,2023-08-15,CUST630,Masculino,42,Ropa,2,50,100
631,2023-11-10,CUST631,Masculino,56,Electrónica,3,30,90
632,2023-09-16,CUST632,Femenino,26,Electrónica,4,25,100
633,2023-08-07,CUST633,Masculino,39,Belleza,4,30,120
634,2023-10-08,CUST634,Masculino,60,Electrónica,4,500,2000
635,2023-08-17,CUST635,Femenino,63,Electrónica,3,300,900
636,2023-03-23,CUST636,Femenino,21,Belleza,3,500,1500
637,2023-09-01,CUST637,Masculino,43,Ropa,2,300,600
638,2023-08-19,CUST638,Masculino,46,Electrónica,1,500,500
639,2023-05-13,CUST639,Femenino,62,Belleza,4,50,200
640,2023-05-07,CUST640,Femenino,51,Electrónica,4,30,120
641,2023-11-23,CUST641,Femenino,40,Electrónica,1,300,300
642,2023-05-22,CUST642,Femenino,54,Ropa,4,25,100
643,2023-09-24,CUST643,Femenino,28,Electrónica,3,30,90
644,2023-09-06,CUST644,Masculino,23,Belleza,3,25,75
645,2023-11-17,CUST645,Femenino,35,Electrónica,4,30,120
646,2023-05-03,CUST646,Masculino,38,Ropa,3,30,90
647,2023-05-21,CUST647,Masculino,59,Ropa,3,500,1500
648,2023-08-14,CUST648,Masculino,53,Belleza,4,300,1200
649,2023-02-09,CUST649,Femenino,58,Ropa,2,300,600
650,2024-01-01,CUST650,Masculino,55,Electrónica,1,30,30
651,2023-05-27,CUST651,Masculino,51,Ropa,3,50,150
652,2023-05-01,CUST652,Femenino,34,Belleza,2,50,100
653,2023-05-20,CUST653,Masculino,54,Ropa,3,25,75
654,2023-06-21,CUST654,Masculino,42,Ropa,3,25,75
655,2023-06-13,CUST655,Femenino,55,Ropa,1,500,500
656,2023-10-04,CUST656,Masculino,29,Belleza,3,30,90
657,2023-02-11,CUST657,Masculino,40,Ropa,1,25,25
658,2023-03-12,CUST658,Masculino,59,Ropa,1,25,25
659,2023-03-19,CUST659,Femenino,39,Electrónica,1,30,30
660,2023-04-29,CUST660,Femenino,38,Belleza,2,500,1000
661,2023-07-16,CUST661,Femenino,44,Ropa,4,25,100
662,2023-12-22,CUST662,Masculino,48,Belleza,2,500,1000
663,2023-03-20,CUST663,Masculino,23,Ropa,4,300,1200
664,2023-12-28,CUST664,Femenino,44,Ropa,4,500,2000
665,2023-04-20,CUST665,Masculino,57,Ropa,1,50,50
666,2023-02-02,CUST666,Masculino,51,Electrónica,3,50,150
667,2023-08-01,CUST667,Femenino,29,Electrónica,1,500,500
668,2023-07-28,CUST668,Femenino,62,Electrónica,3,50,150
669,2023-06-19,CUST669,Masculino,24,Belleza,4,300,1200
670,2023-10-05,CUST670,Masculino,27,Belleza,1,30,30
671,2023-08-27,CUST671,Masculino,62,Electrónica,3,50,150
672,2023-08-01,CUST672,Femenino,34,Belleza,2,50,100
673,2023-02-01,CUST673,Femenino,43,Ropa,3,500,1500
674,2023-04-16,CUST674,Femenino,38,Ropa,1,300,300
675,2023-08-04,CUST675,Femenino,45,Ropa,2,30,60
676,2023-07-19,CUST676,Masculino,63,Electrónica,3,500,1500
677,2023-10-27,CUST677,Femenino,19,Belleza,3,500,1500
678,2023-12-23,CUST678,Femenino,60,Electrónica,3,300,900
679,2023-01-11,CUST679,Femenino,18,Belleza,3,30,90
680,2023-10-22,CUST680,Femenino,53,Ropa,3,300,900
681,2023-07-14,CUST681,Femenino,43,Electrónica,2,30,60
682,2023-09-02,CUST682,Masculino,46,Belleza,4,300,1200
683,2023-01-04,CUST683,Masculino,38,Belleza,2,500,1000
684,2023-06-30,CUST684,Femenino,28,Ropa,2,500,1000
685,2023-06-02,CUST685,Masculino,57,Electrónica,2,25,50
686,2023-07-19,CUST686,Femenino,28,Electrónica,4,50,200
687,2023-08-03,CUST687,Femenino,53,Electrónica,1,300,300
688,2023-10-03,CUST688,Masculino,56,Ropa,4,25,100
689,2023-10-07,CUST689,Masculino,57,Electrónica,2,50,100
690,2023-11-05,CUST690,Femenino,52,Ropa,3,300,900
691,2023-04-23,CUST691,Femenino,51,Ropa,3,30,90
692,2023-09-07,CUST692,Femenino,64,Ropa,2,50,100
693,2023-04-23,CUST693,Masculino,41,Belleza,3,500,1500
694,2023-05-20,CUST694,Femenino,39,Electrónica,2,25,50
695,2023-08-12,CUST695,Femenino,22,Electrónica,3,50,150
696,2023-09-06,CUST696,Femenino,50,Ropa,4,50,200
697,2023-01-15,CUST697,Masculino,53,Ropa,1,500,500
698,2023-07-19,CUST698,Femenino,64,Electrónica,1,300,300
699,2023-06-22,CUST699,Femenino,37,Ropa,4,30,120
700,2023-12-09,CUST700,Masculino,36,Electrónica,4,500,2000
701,2023-12-14,CUST701,Femenino,52,Belleza,2,30,60
702,2023-07-27,CUST702,Femenino,60,Ropa,2,300,600
703,2023-03-26,CUST703,Masculino,34,Electrónica,2,50,100
704,2023-08-28,CUST704,Femenino,62,Ropa,3,30,90
705,2023-03-07,CUST705,Masculino,60,Electrónica,2,25,50
706,2023-11-15,CUST706,Masculino,51,Electrónica,4,25,100
707,2023-10-01,CUST707,Femenino,26,Ropa,1,500,500
708,2023-01-14,CUST708,Femenino,43,Belleza,3,300,900
709,2023-07-21,CUST709,Femenino,19,Electrónica,2,500,1000
710,2023-10-31,CUST710,Femenino,26,Electrónica,3,500,1500
711,2023-10-16,CUST711,Masculino,26,Electrónica,3,500,1500
712,2023-12-06,CUST712,Femenino,57,Belleza,2,25,50
713,2023-01-14,CUST713,Masculino,34,Belleza,3,25,75
714,2023-02-12,CUST714,Femenino,18,Ropa,1,500,500
715,2023-11-26,CUST715,Femenino,42,Belleza,4,25,100
716,2023-08-08,CUST716,Femenino,60,Ropa,4,300,1200
717,2023-03-11,CUST717,Masculino,57,Ropa,1,500,500
718,2023-08-25,CUST718,Femenino,59,Belleza,3,25,75
719,2023-04-04,CUST719,Femenino,42,Ropa,2,30,60
720,2023-01-26,CUST720,Femenino,56,Belleza,3,500,1500
721,2023-05-14,CUST721,Femenino,52,Ropa,1,500,500
722,2023-07-14,CUST722,Masculino,20,Belleza,3,300,900
723,2023-06-17,CUST723,Femenino,54,Belleza,4,50,200
724,2023-04-19,CUST724,Masculino,61,Ropa,3,50,150
725,2023-08-21,CUST725,Masculino,61,Electrónica,1,300,300
726,2023-06-17,CUST726,Masculino,47,Ropa,4,300,1200
727,2023-06-22,CUST727,Masculino,55,Belleza,3,300,900
728,2023-07-14,CUST728,Masculino,51,Electrónica,3,50,150
729,2023-05-23,CUST729,Masculino,29,Ropa,4,300,1200
730,2023-08-04,CUST730,Femenino,36,Ropa,2,25,50
731,2023-05-10,CUST731,Masculino,54,Ropa,4,500,2000
732,2023-02-11,CUST732,Masculino,61,Electrónica,2,500,1000
733,2023-08-29,CUST733,Masculino,34,Belleza,1,30,30
734,2023-01-10,CUST734,Femenino,27,Ropa,1,30,30
735,2023-10-04,CUST735,Femenino,64,Ropa,4,500,2000
736,2023-01-27,CUST736,Masculino,29,Ropa,4,25,100
737,2023-06-29,CUST737,Femenino,33,Ropa,1,50,50
738,2023-04-25,CUST738,Masculino,41,Ropa,2,50,100
739,2023-11-29,CUST739,Masculino,36,Belleza,1,25,25
740,2023-02-05,CUST740,Femenino,25,Belleza,4,50,200
741,2023-11-30,CUST741,Masculino,48,Ropa,1,300,300
742,2023-01-21,CUST742,Femenino,38,Electrónica,4,500,2000
743,2023-01-16,CUST743,Femenino,34,Belleza,4,500,2000
744,2023-05-07,CUST744,Masculino,40,Electrónica,1,25,25
745,2023-04-13,CUST745,Masculino,54,Belleza,2,50,100
746,2023-01-11,CUST746,Femenino,33,Ropa,3,30,90
747,2023-11-15,CUST747,Masculino,23,Belleza,1,30,30
748,2023-03-20,CUST748,Masculino,25,Ropa,3,50,150
749,2023-05-03,CUST749,Masculino,42,Belleza,1,30,30
750,2023-03-06,CUST750,Femenino,35,Ropa,3,25,75
751,2023-08-31,CUST751,Femenino,42,Ropa,2,25,50
752,2023-12-09,CUST752,Masculino,29,Ropa,2,50,100
753,2023-02-28,CUST753,Femenino,32,Ropa,1,30,30
754,2023-10-16,CUST754,Femenino,43,Electrónica,4,25,100
755,2023-04-22,CUST755,Femenino,58,Ropa,3,25,75
756,2023-08-27,CUST756,Femenino,62,Electrónica,4,300,1200
757,2023-12-25,CUST757,Femenino,43,Electrónica,4,300,1200
758,2023-05-12,CUST758,Masculino,64,Ropa,4,25,100
759,2023-07-08,CUST759,Masculino,49,Electrónica,2,50,100
760,2023-03-27,CUST760,Masculino,27,Belleza,1,500,500
761,2023-11-07,CUST761,Femenino,33,Ropa,1,500,500
762,2023-11-07,CUST762,Femenino,24,Electrónica,2,25,50
763,2023-02-28,CUST763,Masculino,34,Ropa,2,25,50
764,2023-03-25,CUST764,Femenino,40,Ropa,1,25,25
765,2023-06-09,CUST765,Masculino,43,Ropa,4,50,200
766,2023-02-25,CUST766,Masculino,38,Electrónica,3,300,900
767,2023-10-24,CUST767,Masculino,39,Belleza,3,25,75
768,2023-01-14,CUST768,Femenino,24,Belleza,3,25,75
769,2023-06-09,CUST769,Femenino,31,Electrónica,4,30,120
770,2023-10-22,CUST770,Masculino,32,Ropa,1,50,50
771,2023-12-13,CUST771,Masculino,24,Electrónica,2,25,50
772,2023-07-12,CUST772,Masculino,26,Electrónica,1,30,30
773,2023-07-23,CUST773,Masculino,25,Electrónica,4,500,2000
774,2023-04-12,CUST774,Femenino,40,Ropa,2,25,50
775,2023-02-08,CUST775,Femenino,46,Electrónica,4,25,100
776,2023-10-31,CUST776,Masculino,35,Ropa,3,30,90
777,2023-12-20,CUST777,Masculino,48,Electrónica,3,50,150
778,2023-11-18,CUST778,Femenino,47,Belleza,4,25,100
779,2023-05-05,CUST779,Femenino,56,Electrónica,2,500,1000
780,2023-02-22,CUST780,Masculino,52,Electrónica,2,25,50
781,2023-12-23,CUST781,Masculino,35,Belleza,1,500,500
782,2023-06-04,CUST782,Masculino,59,Ropa,3,300,900
783,2023-12-17,CUST783,Femenino,56,Ropa,1,300,300
784,2023-11-04,CUST784,Femenino,34,Electrónica,1,500,500
785,2023-03-03,CUST785,Femenino,31,Belleza,4,50,200
786,2023-10-17,CUST786,Masculino,48,Ropa,4,25,100
787,2023-01-22,CUST787,Masculino,41,Electrónica,1,25,25
788,2023-06-27,CUST788,Femenino,52,Belleza,3,300,900
789,2023-09-30,CUST789,Femenino,61,Ropa,4,500,2000
790,2023-08-08,CUST790,Masculino,62,Ropa,1,25,25
791,2023-12-05,CUST791,Femenino,51,Belleza,1,25,25
792,2023-07-09,CUST792,Femenino,20,Belleza,1,50,50
793,2023-02-05,CUST793,Masculino,54,Belleza,1,30,30
794,2023-09-17,CUST794,Femenino,60,Belleza,1,300,300
795,2023-11-28,CUST795,Masculino,57,Electrónica,1,300,300
796,2023-06-24,CUST796,Masculino,43,Belleza,4,30,120
797,2023-01-07,CUST797,Masculino,40,Ropa,3,25,75
798,2023-08-04,CUST798,Masculino,61,Ropa,1,50,50
799,2023-09-08,CUST799,Masculino,56,Electrónica,2,50,100
800,2023-02-24,CUST800,Masculino,32,Ropa,4,300,1200
801,2023-08-10,CUST801,Masculino,21,Ropa,4,50,200
802,2023-07-05,CUST802,Femenino,46,Belleza,1,30,30
803,2023-11-22,CUST803,Masculino,39,Ropa,4,25,100
804,2023-08-24,CUST804,Masculino,42,Electrónica,1,30,30
805,2023-12-29,CUST805,Femenino,30,Belleza,3,500,1500
806,2023-03-20,CUST806,Femenino,35,Belleza,3,300,900
807,2023-08-11,CUST807,Femenino,50,Electrónica,4,50,200
808,2023-04-01,CUST808,Masculino,33,Belleza,4,500,2000
809,2023-09-25,CUST809,Femenino,62,Belleza,2,50,100
810,2023-11-30,CUST810,Masculino,59,Electrónica,4,25,100
811,2023-05-19,CUST811,Masculino,61,Belleza,2,25,50
812,2023-11-12,CUST812,Masculino,19,Electrónica,3,25,75
813,2023-10-03,CUST813,Masculino,52,Electrónica,3,50,150
814,2023-09-05,CUST814,Femenino,59,Ropa,1,500,500
815,2023-08-27,CUST815,Femenino,51,Ropa,3,25,75
816,2023-08-12,CUST816,Masculino,47,Belleza,2,500,1000
817,2023-10-31,CUST817,Masculino,30,Belleza,4,50,200
818,2023-05-18,CUST818,Masculino,30,Electrónica,1,500,500
819,2023-06-15,CUST819,Femenino,35,Belleza,2,50,100
820,2023-05-06,CUST820,Masculino,49,Electrónica,4,50,200
821,2023-02-14,CUST821,Masculino,49,Electrónica,1,300,300
822,2023-05-23,CUST822,Femenino,52,Belleza,3,50,150
823,2023-08-19,CUST823,Femenino,56,Electrónica,2,50,100
824,2023-05-05,CUST824,Masculino,63,Ropa,4,30,120
825,2023-08-26,CUST825,Femenino,46,Belleza,1,25,25
826,2023-10-19,CUST826,Femenino,46,Ropa,1,300,300
827,2023-11-09,CUST827,Masculino,61,Belleza,3,300,900
828,2023-12-09,CUST828,Femenino,33,Electrónica,4,300,1200
829,2023-07-14,CUST829,Masculino,61,Belleza,3,30,90
830,2023-06-22,CUST830,Femenino,64,Ropa,3,50,150
831,2023-01-15,CUST831,Masculino,27,Electrónica,4,25,100
832,2023-09-11,CUST832,Masculino,47,Belleza,4,500,2000
833,2023-06-16,CUST833,Masculino,42,Belleza,4,50,200
834,2023-04-04,CUST834,Femenino,56,Belleza,2,30,60
835,2023-09-07,CUST835,Masculino,37,Ropa,4,50,200
836,2023-04-19,CUST836,Femenino,22,Ropa,1,50,50
837,2023-07-01,CUST837,Masculino,18,Belleza,3,30,90
838,2023-05-13,CUST838,Masculino,47,Electrónica,2,300,600
839,2023-06-24,CUST839,Femenino,20,Electrónica,4,300,1200
840,2023-05-24,CUST840,Masculino,62,Ropa,2,25,50
841,2023-11-02,CUST841,Masculino,31,Electrónica,4,25,100
842,2023-12-26,CUST842,Femenino,47,Ropa,2,300,600
843,2023-05-22,CUST843,Masculino,21,Belleza,3,500,1500
844,2023-10-12,CUST844,Masculino,35,Ropa,3,50,150
845,2023-01-06,CUST845,Masculino,54,Ropa,1,500,500
846,2023-09-22,CUST846,Masculino,42,Belleza,1,50,50
847,2023-04-08,CUST847,Femenino,18,Electrónica,4,300,1200
848,2023-02-13,CUST848,Femenino,63,Ropa,3,25,75
849,2023-05-04,CUST849,Masculino,32,Ropa,2,25,50
850,2023-07-28,CUST850,Femenino,26,Belleza,2,500,1000
851,2023-09-08,CUST851,Masculino,32,Electrónica,2,25,50
852,2023-10-12,CUST852,Femenino,41,Ropa,1,300,300
853,2023-05-04,CUST853,Masculino,21,Belleza,2,500,1000
854,2023-12-20,CUST854,Masculino,29,Ropa,1,50,50
